aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 43637920 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 158458233 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 159169172 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 164028546 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 164692610 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 169130107 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 169380108 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 172887921 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 173887921 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 178028547 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 178442610 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 182997296 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 183802069 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 188516347 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 188817611 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 193044951 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 193239483 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 197505116 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 197860416 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 201973857 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 202762922 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 207044171 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 207520733 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 211130107 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 212809798 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 216614483 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 218536379 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 222583254 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 222598859 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 224895734 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 227598860 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 229231676 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 233450421 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 233536360 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 238442608 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 238520735 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 243153546 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 243301985 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 247747296 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 248334429 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 252942608 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 253395733 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 257716046 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 258817609 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 263700420 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 263739484 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 267825442 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 268419173 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 272762922 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 273747297 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 276879736 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 278137922 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 282458233 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 282926985 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 287506196 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 287973860 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 292809796 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 292998384 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 297200421 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 298200423 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 302341046 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 302926983 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 306755109 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 308524392 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 311630108 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 314177006 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 317208234 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 319196418 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 321794175 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 325028566 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 326966046 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 1 , time: 329966011 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 331466050 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 334036446 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 336778549 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 338231647 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 342098859 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 342567610 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 346809796 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 347583372 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 351950422 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 352575421 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 356208234 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 356833234 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 360942610 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 361880113 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 366059796 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 366708232 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 371051984 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 1 , time: 371356673 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 376075422 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 377145733 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 381458234 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 381551984 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 385498290 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 386380110 #
aggregator, node_id: 3, sample: 0.000, missed_samples: 0 , time: 391231674 #
aggregator, node_id: 2, sample: 0.000, missed_samples: 0 , time: 391879728 #
